date,ons_modeled_pct_positive,reported_cases,reported_cases_7_day_mavg,ons_total_case_estimate
7/16/2020,0.083004335,70,55.71428571,7234.872032
7/15/2020,0.083417657,76,53.71428571,7270.898323
7/14/2020,0.078599328,63,51,6850.920258
7/13/2020,0.078421376,84,51,6835.409545
7/12/2020,0.078243057,38,46.85714286,6819.866751
7/11/2020,0.07807797,19,48.71428571,6805.47737
7/10/2020,0.077939895,40,53.66666667,6793.442393
7/9/2020,0.072234314,56,56.4,6296.129218
7/8/2020,0.071659786,57,56.5,6246.051927
7/7/2020,0.071120952,63,56.33333333,6199.085741
7/6/2020,0.07063048,55,53,6156.334926
7/5/2020,0.065527359,51,51,5711.533708
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
